bgg,name,players,duration,complexity,y,ab
https://boardgamegeek.com/boardgame/208889/i-racconti-del-libro-della-giungla,I racconti del Libro della giungla,2-5,30,Semplice,Y,B
https://boardgamegeek.com/boardgame/135649/tales-games-three-little-pigs,I tre piccoli porcellini,2-5,20,Semplice,Y,B
https://boardgamegeek.com/boardgame/148381/ikonikus,iCon,,,,,
https://boardgamegeek.com/boardgame/349167/il-bucato,Il bucato,,,,,
https://boardgamegeek.com/boardgame/227072/chameleon,Il Camaleonte,,,,,
https://boardgamegeek.com/boardgame/38386/castle-all-seasons,Il Castello,2-4,60,Media,,
https://boardgamegeek.com/boardgame/27316/il-cognome-della-rosa,Il Cognome della rosa,2-6,60,Media,,
https://boardgamegeek.com/boardgame/173101/council-4,Il Consiglio dei Quattro,2-4,45-75,Media,,
https://boardgamegeek.com/boardgame/136063/forbidden-desert,Il deserto proibito,,,,,
https://boardgamegeek.com/boardgame/41305/orchard-card-game,Il Frutteto: gioco di carte,,,,,
https://boardgamegeek.com/boardgame/204599/around-world-80-days,Il giro del mondo in 80 giorni,,,,,
https://boardgamegeek.com/boardgame/283650/il-mio-safari,Il mio Safari,,,,,
https://boardgamegeek.com/boardgame/35488/name-rose,Il nome della rosa,,,,,
https://boardgamegeek.com/boardgame/15818/pickomino,Il verme è tratto,2-7,20,Semplice,,A
https://boardgamegeek.com/boardgame/191894/imagine,Imagine,3-8,15-30,Semplice,,B
https://boardgamegeek.com/boardgame/298624/imagician,Immagica,,,,,
https://boardgamegeek.com/boardgame/31594/year-dragon,In the year of the Dragon,,,,,
https://boardgamegeek.com/boardgame/233678/indian-summer,Indian summer,1-4,30-60,Media,,B
https://boardgamegeek.com/boardgame/4143/guess-who,Indovina Chi?,2,15,Semplice,Y,
https://boardgamegeek.com/boardgame/274960/point-salad,Insalata di punti,,,,,
https://boardgamegeek.com/boardgame/178570/unusual-suspects,Insoliti sospetti,3-18,10-30,Semplice,,B
https://boardgamegeek.com/boardgame/246317/isidore,Isidore - School of magic,,,,,
https://boardgamegeek.com/boardgame/1245/isis-osiris,Isis & Osiris,,,,,
https://boardgamegeek.com/boardgame/148949/istanbul,Istanbul,,,,,
https://boardgamegeek.com/boardgame/359175/its-bomb,It's a Bomb!,,,,,
https://boardgamegeek.com/boardgame/54043/jaipur,Jaipur,,,,,
https://boardgamegeek.com/boardgame/28023/jamaica,Jamaica,2-6,30-60,Media,,
https://boardgamegeek.com/boardgame/188908/jewels,Jewels,2-5,30-60,Media,,
https://boardgamegeek.com/boardgame/255696/jungle-race,Jungle Race,2-6,15,Semplice,Y,A
https://boardgamegeek.com/boardgame/245431/jurassic-park-danger,Jurassic Park Danger,,,,,
https://boardgamegeek.com/boardgame/254640/just-one,Just One,3-7,20,Semplice,,B
https://boardgamegeek.com/boardgame/136245/ka-boom,Ka-Woom,,,,,
https://boardgamegeek.com/boardgame/107464/kabuki,Kabuki,2-6,20,Semplice,,A
https://boardgamegeek.com/boardgame/394/kahuna,Kahuna,2,30-40,Media,,B
https://boardgamegeek.com/boardgame/241477/karak,Karak (Le catacombe di),,,,,
https://boardgamegeek.com/boardgame/291436/karak-regent,Karak: Regent,,,,,
https://boardgamegeek.com/boardgame/183251/karuba,Karuba,,,,,
https://boardgamegeek.com/boardgame/257/kill-doctor-lucky,Kill Doctor Lucky,3-8,45,Semplice,,B
https://boardgamegeek.com/boardgame/70323/king-tokyo,King of Tokio,2-6,30,Semplice,,B
https://boardgamegeek.com/boardgame/204583/kingdomino,Kingdomino ,2-5,20,Semplice,,
https://boardgamegeek.com/boardgameexpansion/240909/kingdomino-age-giants,Kingdomino Age of Giants,,,,,
https://boardgamegeek.com/boardgame/27162/kingsburg,Kingsburg,,,,,
https://boardgamegeek.com/boardgame/154509/kingsport-festival,Kingsport Festival,,,,,
https://boardgamegeek.com/boardgame/253368/kingswood,Kingswood,,,,,
https://boardgamegeek.com/boardgame/155802/korrigans,Korrigans,2-5,45,Semplice,,
https://boardgamegeek.com/boardgame/112138/krosmaster-arena,Krosmaster: Arena,,,,,
https://boardgamegeek.com/boardgame/164354/kryptos,Kryptos,3-6,20,Semplice,,
https://boardgamegeek.com/boardgame/341496/caesars-empire,L'Impero di Cesare,,,,,
https://boardgamegeek.com/boardgame/218854/invisible-ink,L'inchiostro invisibile,3-6,20-30,Semplice,,B
https://boardgamegeek.com/boardgame/242639/treasure-island,L'isola del tesoro,,,,,
https://boardgamegeek.com/boardgame/193558/oracle-delphi,L'oracolo di Delphi,2-4,70-100,Elevata,,
https://boardgamegeek.com/boardgame/338985/la-24-ore-di-paperopoli,La 24 ore di Paperopoli,,,,,
https://boardgamegeek.com/boardgame/136280/la-boca,La Boca,3-6,30-45,Semplice,,
https://boardgamegeek.com/boardgame/194880/dream-home,La casa dei sogni,2-4,20-40,Semplice,,
https://boardgamegeek.com/boardgame/232291/dream-home-156-sunny-street,La casa dei sogni via dei Girasoli,,,,,
https://boardgamegeek.com/boardgame/249414/backyard-builders-treehouse,La casa sull'albero,2-4,15,Semplice,Y,A
https://boardgamegeek.com/boardgame/91671/da-ist-der-wurm-drin,La corsa dei lombrichi,2-4,30,Semplice,Y,
https://boardgamegeek.com/boardgame/204592/mysterious-forest,La foresta misteriosa,2-4,10-25,Semplice,Y,A
https://boardgamegeek.com/boardgame/20963/fury-dracula-second-edition,La furia di Dracula,,,,,
https://boardgamegeek.com/boardgame/146886/la-granja,La Granja,,,,,
https://boardgamegeek.com/boardgame/130176/tales-games-hare-tortoise,La lepre e la tartaruga,2-5,15-20,Semplice,Y,B
https://boardgamegeek.com/boardgame/12346/spooky-stairs,La scala dei fantasmi,2-5,15,Semplice,Y,B
https://boardgamegeek.com/boardgame/173100/monsters-tower,La torre dei mostri,,,,,
https://boardgamegeek.com/boardgame/130792/enchanted-tower,La torre stregata,,,,,
