bgg,name,players,duration,complexity,y,ab
https://boardgamegeek.com/boardgame/204592/mysterious-forest,La foresta misteriosa,2-4,10-25,Semplice,Y,A
https://boardgamegeek.com/boardgame/20963/fury-dracula-second-edition,La furia di Dracula,,,Media,,
https://boardgamegeek.com/boardgame/146886/la-granja,La Granja,,,Elevata,,
https://boardgamegeek.com/boardgame/130176/tales-games-hare-tortoise,La lepre e la tartaruga,2-5,15-20,Semplice,Y,B
https://boardgamegeek.com/boardgame/12346/spooky-stairs,La scala dei fantasmi,2-5,15,Semplice,Y,B
https://boardgamegeek.com/boardgame/173100/monsters-tower,La torre dei mostri,,,Semplice,,
https://boardgamegeek.com/boardgame/130792/enchanted-tower,La torre stregata,,,Semplice,,
https://boardgamegeek.com/boardgame/182218/hoax-second-edition,La truffa,3-6,10-20,Semplice,,A
https://boardgamegeek.com/boardgame/176165/dale-merchants,La valle dei mercanti,2-4,30,Semplice,,A
https://boardgamegeek.com/boardgame/1219/labyrinth,Labirinto,,,Semplice,,
https://boardgamegeek.com/boardgame/266083/llm,Lama,,,Semplice,,
https://boardgamegeek.com/boardgame/96913/lancaster,Lancaster,,,Media,,
https://boardgamegeek.com/boardgame/232800/lancelot,Lancillotto,,,Media,,
https://boardgamegeek.com/boardgame/310694/land-dragons,Land of Dragons,,,Semplice,,
https://boardgamegeek.com/boardgame/271319/las-vegas-royale,Las Vegas Royale,,,Media,,
https://boardgamegeek.com/boardgame/351972/1001-islands,Le 1001 Isole,,,Semplice,,
https://boardgamegeek.com/boardgame/35677/le-havre,Le Havre,,,Elevata,,
https://boardgamegeek.com/boardgame/127398/legends-andor,Le leggende di Andor,2-4,60-90,Media,,
https://boardgamegeek.com/boardgame/214293/mountains-madness,Le montagne della follia,,,Media,,
https://boardgamegeek.com/boardgame/247980/walls-york,Le mura di York ,2-4,30,Semplice,,
https://boardgamegeek.com/boardgame/269207/taverns-tiefenthal,Le taverne di Valfonda,,,Media,,
https://boardgamegeek.com/boardgame/265118/legend-raiders,Legend Raiders,,,Semplice,,
https://boardgamegeek.com/boardgame/191538/leo,Leo va dal barbiere,2-5,30,Semplice,Y,B
https://boardgamegeek.com/boardgame/275467/letter-jam,Letter Jam,,,Semplice,,
https://boardgamegeek.com/boardgame/59959/letters-whitechapel,Lettere da Whitechapel,2-6,90-120,Media,,
https://boardgamegeek.com/boardgame/217449/nmbr-9,Level 9,1-4,20,Semplice,,B
https://boardgamegeek.com/boardgame/140620/lewis-and-clark-the-expedition,Lewis & Clark: The Expedition ,,,Media,,
https://boardgamegeek.com/boardgame/125618/libertalia,Libertalia,2-6,45,Media,,
https://boardgamegeek.com/boardgame/132497/lift-it,Lift it Party!,,,Semplice,,
https://boardgamegeek.com/boardgame/241266/little-town,Litte Town,,,Semplice,,
https://boardgamegeek.com/boardgame/306300/little-factory,Little Factory,,,Semplice,,
https://boardgamegeek.com/boardgame/272738/jaws,Lo Squalo,,,Media,,
,Lobbies,2-4,90-120,Elevata,,
https://boardgamegeek.com/boardgame/77076/loch-ness,Loch Ness,2-5,20,Semplice,Y,B
https://boardgamegeek.com/boardgame/136991/loony-quest,Loony Quest,2-5,20-30,Semplice,Y,B
https://boardgamegeek.com/boardgame/191302/loony-quest-lost-city,Loony Quest la Città perduta,,,Semplice,,
https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico,Lorenzo il Magnifico,2-5,60-120,Elevata,,
https://boardgamegeek.com/boardgame/229123/lorenzo-il-magnifico-houses-renaissance,Lorenzo il Magnifico Famiglie,,,Elevata,,
https://boardgamegeek.com/boardgame/102835/lost-temple,Lost Temple,2-8,40,Semplice,,B
https://boardgamegeek.com/boardgame/277085/love-letter,Love Letter,,,Semplice,,
https://boardgamegeek.com/boardgame/118247/lucky-numbers,Lucky Numbers,,,Semplice,,
https://boardgamegeek.com/boardgame/63539/lupus-tabula,Lupus in Tabula,8-24,20-40,Semplice,,A
https://boardgamegeek.com/boardgame/245643/luxor,Luxor,,,Semplice,,
https://boardgamegeek.com/boardgame/269112/luxor-mummys-curse,Luxor: la maledizione della mummia,,,Semplice,,
https://boardgamegeek.com/boardgame/337760/disney-mad-tea-party,Mad Tea Party,,,Semplice,,
https://boardgamegeek.com/boardgame/154443/madame-ching,Madame Ching,2-4,45,Media,,
https://boardgamegeek.com/boardgame/60342/kleine-magier,Maghetti,,,Semplice,,
https://boardgamegeek.com/boardgame/246203/magic-mandala,Magic Mandala,,,Semplice,,
https://boardgamegeek.com/boardgame/209778/magic-maze,Magic Maze,1-8,15-20,Semplice,,
https://boardgamegeek.com/boardgame/298378/maharaja,Maharaja,,,Media,,
https://boardgamegeek.com/boardgame/3383/mahe,Mahé,,,Semplice,,
https://boardgamegeek.com/boardgame/95613/mammut,Mammut,2-5,30,Semplice,,
https://boardgamegeek.com/boardgame/172073/mammuz,Mammuz,3-7,20,Semplice,Y,A
https://boardgamegeek.com/boardgame/264241/mandala,Mandala,,,Semplice,,
https://boardgamegeek.com/boardgame/234260/prey-another-day,Mangia Preda Chiama,,,Semplice,,
https://boardgamegeek.com/boardgame/297978/mariposas,Mariposas,,,Media,,
https://boardgamegeek.com/boardgame/139030/mascarade,Mascarade,,,Semplice,,
https://boardgamegeek.com/boardgame/302734/master-word,Master Word,,,Semplice,,
https://boardgamegeek.com/boardgame/267359/linkto-food,Match up! Cucina,,,Semplice,,
https://boardgamegeek.com/boardgame/274557/linkto-travel,Match up! Viaggi,,,Semplice,,
https://boardgamegeek.com/boardgame/298261/mekhane,Mekhane,,,Semplice,,
https://boardgamegeek.com/boardgame/230383/memoarrr,Memoarrr,2-4,15-20,Semplice,Y,A
https://boardgamegeek.com/boardgame/298376/meow,Meow,,,Semplice,,
https://boardgamegeek.com/boardgame/223996/minuit-meurtre-en-mer,"Mezzanotte, mistero in alto mare",,,Media,,
https://boardgamegeek.com/boardgame/224894/michael-strogoff,Michele Strogoff,1-5,60,Media,,
https://boardgamegeek.com/boardgame/203042/microworld,Micromondo,2,15-20,Semplice,,B
https://boardgamegeek.com/boardgame/269603/minecraft-builders-biomes,Minecraft,,,Semplice,,
https://boardgamegeek.com/boardgame/301055/minecraft-builders-biomes-farmers-market-expansion,Minecraft farmer's market,,,Semplice,,
https://boardgamegeek.com/boardgame/260927/mississippi-queen,Mississippi Queen,,,Semplice,,
https://boardgamegeek.com/boardgame/387378/mlem-space-agency,MLEM Agenzia spaziale,,,Semplice,,
https://boardgamegeek.com/boardgame/364042/moesteiro,Monastero,,,Media,,
https://boardgamegeek.com/boardgame/256957/monkey-temple,Monkey Temple,3-8,20-30,Semplice,Y,
https://boardgamegeek.com/boardgame/351967/monopoly-tex,Monopoly: Tex,,,Media,,
https://boardgamegeek.com/boardgame/264318/monsieur-carrousel,Monsieur Carrousel,,,Semplice,,
https://boardgamegeek.com/boardgame/246696/monster-match,Monster match,2-6,10,Semplice,Y,A
https://boardgamegeek.com/boardgame/169062/monsters-vs-heroes-victorian-nightmares,Mostri vs Eroi Incubi vittoriani,2-8,10-30,Semplice,,A
https://boardgamegeek.com/boardgame/234396/muse,Muse,2-12,30,Semplice,,B
https://boardgamegeek.com/boardgame/226320/my-little-scythe,My little Scythe,,,Semplice,,
https://boardgamegeek.com/boardgame/392023/mycelia,Mycelia,,,Media,,
https://boardgamegeek.com/boardgame/65907/mystery-express,Mystery Express,,,Media,,
https://boardgamegeek.com/boardgame/269537/mystery-house-adventures-box,Mystery House,,,Semplice,,
https://boardgamegeek.com/boardgameexpansion/366468/mystery-house-adventures-box-secret-pharaoh,Mystery House: il segreto del Faraone,,,Semplice,,
https://boardgamegeek.com/boardgameexpansion/338829/mystery-house-adventures-box-lost-ship,Mystery House: la base abbandonata,,,Semplice,,
https://boardgamegeek.com/boardgameexpansion/298267/mystery-house-adventures-box-back-tombstone,Mystery House: ritorno a Tombstone,,,Semplice,,
https://boardgamegeek.com/boardgame/126100/mythos-tales,Mythos,,,Media,,
https://boardgamegeek.com/boardgame/300305/nanga-parbat,Nanga Parbat,,,Semplice,,
https://boardgamegeek.com/boardgame/199026/neko,Neko-In,,,Semplice,,
https://boardgamegeek.com/boardgame/256838/nessos,Nessos,3-6,20,Semplice,,A
https://boardgamegeek.com/boardgame/174660/new-york-1901,New York 1901,,,Semplice,,
https://boardgamegeek.com/boardgame/300877/new-york-zoo,New York Zoo,,,Media,,
https://boardgamegeek.com/boardgame/13308/niagara,Niagara,3-5,30-45,Semplice,,
https://boardgamegeek.com/boardgame/165563/prohis,Niente da dichiarare,,,Semplice,,
https://boardgamegeek.com/boardgame/400911/nightmare-christmas-take-over-holidays,Nightmare Before Christmas,,,Semplice,,
https://boardgamegeek.com/boardgame/178900/codenames,Nome in codice,2-8,30,Media,,B
https://boardgamegeek.com/boardgame/205158/codenames-deep-undercover,Nome in codice Vietato ai minori,4-8,30,Media,,B
https://boardgamegeek.com/boardgame/299180/not-movie,Not that movie!,,,Semplice,,
https://boardgamegeek.com/boardgame/284435/nova-luna,Nova Luna,,,Media,,
https://boardgamegeek.com/boardgame/123576/sheepland,Nuraghe,,,Semplice,,
https://boardgamegeek.com/boardgame/273477/obscurio,Obscurio,,,Semplice,,
,Occhio ai rifiuti,,,Semplice,,
https://boardgamegeek.com/boardgame/260156/ocean-crisis,Ocean Crisis,,,Semplice,,
https://boardgamegeek.com/boardgame/288197/ocean-crisis-catastrophe,Ocean Crisis: Catastrophe,,,Semplice,,
https://boardgamegeek.com/boardgame/192860/oceanos,Oceanos,2-5,30-45,Semplice,,
https://boardgamegeek.com/boardgame/123219/oddville,Oddville,,,Media,,
https://boardgamegeek.com/boardgame/266367/odissea-i-viaggi-di-ulisse,Odissea,,,Semplice,,
https://boardgamegeek.com/boardgame/246315/okavango,Okavango,,,Semplice,,
https://boardgamegeek.com/boardgame/234949/oliver-twist,Oliver Twist,,,Semplice,,
https://boardgamegeek.com/boardgame/315071/omnia,Omnia,,,Semplice,,
https://boardgamegeek.com/boardgame/263155/one-key,One Key,2-6,20,Semplice,,B
https://boardgamegeek.com/boardgame/160477/onitama,Onitama,,,Semplice,,
https://boardgamegeek.com/boardgame/244522/s-pretty-clever,Optimus,,,Semplice,,
https://boardgamegeek.com/boardgame/127095/origin,Origin,2-4,45-60,Media,,
https://boardgamegeek.com/boardgame/164928/orleans,Orléans,,,Media,,
https://boardgamegeek.com/boardgame/300531/paleo,Paleo,,,Media,,
https://boardgamegeek.com/boardgame/198928/pandemic-iberia,Pandemic Iberia,,,Media,,
https://boardgamegeek.com/boardgame/30549/pandemic,Pandemic Una nuova sfida,2-4,45-60,Media,,
https://boardgamegeek.com/boardgame/18866/shear-panic,Panico da pecora,2-4,45,Semplice,,B
https://boardgamegeek.com/boardgame/337231/papaya-monkey,Papaya Monkey,,,Semplice,,
https://boardgamegeek.com/boardgame/15383/pass-bomb-junior,Passa la bomba junior,,,Semplice,,
https://boardgamegeek.com/boardgame/163412/patchwork,Patchwork,2,15-30,Semplice,,B
https://boardgamegeek.com/boardgame/246639/patchwork-express,Patchwork Express,,,Semplice,,
https://boardgamegeek.com/boardgame/45/perudo,Perudo,2-6,15-30,Semplice,,B
https://boardgamegeek.com/boardgame/252526/pictomania-second-edition,Pictomania,3-6,20-40,Semplice,,B
https://boardgamegeek.com/boardgame/154479/pina-pirata,Pina Pirata,,,Semplice,,
https://boardgamegeek.com/boardgame/165711/pizzeria-italia,Pizzeria Italia,,,Semplice,,
https://boardgamegeek.com/boardgame/252929/planet,Planet,2-4,30-45,Semplice,,B
https://boardgamegeek.com/boardgame/201920/pocket-madness,Pocket Madness,2-4,30,Semplice,,A
https://boardgamegeek.com/boardgame/326480/polywords,Polywords,,,Semplice,,
https://boardgamegeek.com/boardgame/232078/pot-de-vin,Pot de Vin,,,Semplice,,
https://boardgamegeek.com/boardgame/310695/pozimus,Pozimus,,,Semplice,,
https://boardgamegeek.com/boardgame/180974/potion-explosion,Pozioni esplosive,2-4,30-45,Semplice,,
https://boardgamegeek.com/boardgameexpansion/257729/potion-explosion-6th-student,Pozioni esplosive - Il sesto studente,,,Semplice,,
https://boardgamegeek.com/boardgame/166333/primiera,Primiera,,,Semplice,,
https://boardgamegeek.com/boardgame/258309/first-contact,Primo Contatto,,,Semplice,,
https://boardgamegeek.com/boardgame/3228/pueblo,Pueblo,2-4,45,Semplice,,
https://boardgamegeek.com/boardgame/3076/puerto-rico,Puerto Rico,2-5,90-150,Media,,
https://boardgamegeek.com/boardgame/204498/match-madness,Puzzle Domino,2-4,15,Semplice,,B
https://boardgamegeek.com/boardgame/176396/quadropolis,Quadropolis,2-4,30-60,Semplice,,
https://boardgamegeek.com/boardgame/219618/quadropolis-public-services,Quadropolis: servizio pubblico,,,Semplice,,
https://boardgamegeek.com/boardgame/143519/quantum,Quantum,2-4,60,Media,,
https://boardgamegeek.com/boardgame/300700/quetzal,Quetzal,,,Semplice,,
https://boardgamegeek.com/boardgame/411617/quoridor-pac-man,Quoridor Pac-Man,,,Semplice,,
https://boardgamegeek.com/boardgame/131260/qwixx,Qwixx,,,Semplice,,
https://boardgamegeek.com/boardgame/12/ra,Ra,,,Media,,
https://boardgamegeek.com/boardgame/258693/radetzky-milano-1848,Radetzky,1-5,30-90,Media,,
https://boardgamegeek.com/boardgame/138966/ici-londres,Radio Londra,3-6,20,Semplice,,A
https://boardgamegeek.com/boardgame/329082/radlands,Radlands,,,Media,,
https://boardgamegeek.com/boardgame/42452/rattus,Rattus,,,Media,,
https://boardgamegeek.com/boardgame/103233/rattus-africanus,Rattus: Africanus,,,Media,,
https://boardgamegeek.com/boardgame/66771/rattus-pied-piper,Rattus: Pied Piper,,,Media,,
https://boardgamegeek.com/boardgame/351040/ready-set-bet,Ready Set Bet,,,Semplice,,
https://boardgamegeek.com/boardgame/135116/rent-a-hero,Rent a Hero,,,Semplice,,
https://boardgamegeek.com/boardgame/299100/repubblica-ribelle,Repubblica Ribelle,,,Media,,
https://boardgamegeek.com/boardgame/51/ricochet-robots,Rock'n Roll Robot,,,Semplice,,
https://boardgamegeek.com/boardgame/344427/run-ghost-run,Run ghost run,,,Semplice,,
https://boardgamegeek.com/boardgame/94362/rune-age,Rune Age,,,Semplice,,
https://boardgamegeek.com/boardgame/177965/rush-bash,Rush and Bash,2-8,30,Semplice,,
https://boardgamegeek.com/boardgame/144733/russian-railroads,Russian Railroads,,,Elevata,,
https://boardgamegeek.com/boardgame/9220/saboteur,Saboteur,3-10,30,Semplice,,A
https://boardgamegeek.com/boardgame/242620/safari-golo,Safari Golo,,,Semplice,,
https://boardgamegeek.com/boardgame/9202/saga,Saga,,,Semplice,,
https://boardgamegeek.com/boardgame/199561/sagrada,Sagrada,1-6,30-45,Media,,
https://boardgamegeek.com/boardgame/244262/sagrada-5-6-player-expansion,Sagrada espansione 5-6 giocatori,,,Media,,
https://boardgamegeek.com/boardgame/316582/saloon-showdown,Saloon Showdown,,,Semplice,,
https://boardgamegeek.com/boardgame/350606/saloon-showdown-back-in-town,Saloon Showdown: Back in Town,,,Semplice,,
https://boardgamegeek.com/boardgame/178397/samhain,Samhain,2-4,45-60,Media,,A
https://boardgamegeek.com/boardgame/128667/samurai-sword,Samurai Sword,3-7,20-40,Semplice,,A
https://boardgamegeek.com/boardgame/156042/samurai-sword-rising-sun,Samurai Sword: rising sun,,,Semplice,,
https://boardgamegeek.com/boardgame/118610/santa-cruz,Santa Cruz,2-4,45,Media,,
https://boardgamegeek.com/boardgame/229220/santa-maria,Santa Maria,,,Media,,
https://boardgamegeek.com/boardgame/218995/santo-domingo,Santo Domingo,,,Semplice,,
https://boardgamegeek.com/boardgame/194655/santorini,Santorini,2-4,20,Semplice,,B
https://boardgamegeek.com/boardgame/181235/sator-arepo-tenet-opera-rotas-malleus-maleficarum,Sator Arepo Tenet Opera Rotas,2-4,60,Media,,
https://boardgamegeek.com/boardgame/43578/monster-chase,Scaccia i mostri,1-5,15,Semplice,Y,A
https://boardgamegeek.com/boardgame/4488/scarab-lords,Scarab Lords,,,Semplice,,
https://boardgamegeek.com/boardgame/244330/scarabya,Scarabya,1-4,20,Semplice,,B
https://boardgamegeek.com/boardgame/310067/scooby-doo-board-game,Scooby-Doo,,,Semplice,,
https://boardgamegeek.com/boardgame/189052/sea-clouds,Sea of Clouds,2-4,45,Media,,B
https://boardgamegeek.com/boardgame/108745/seasons,Seasons,2-4,60,Media,,
https://boardgamegeek.com/boardgame/200847/secrets,Secrets,4-8,15-35,Semplice,,A
https://boardgamegeek.com/boardgame/376555/featherweight-fiesta,Selfie Birds,,,Semplice,,
https://boardgamegeek.com/boardgame/33107/senji,Senji,,,Media,,
https://boardgamegeek.com/boardgame/132372/guildhall,Seven Seas,2-4,30-45,Semplice,,B
https://boardgamegeek.com/boardgame/149869/sherlock-13,Sherlock 13,2-4,15,Semplice,,A
https://boardgamegeek.com/boardgame/271774/sherlock-express,Sherlock Express,,,Semplice,,
https://boardgamegeek.com/boardgame/217619/sherlook,Sherlook,,,Semplice,,
https://boardgamegeek.com/boardgame/263360/shy-monsters,Shy Monsters,,,Semplice,,
https://boardgamegeek.com/boardgame/242343/siege-storm,Siege Storm,,,Media,,
https://boardgamegeek.com/boardgame/18932/siena,Siena,,,Elevata,,
https://boardgamegeek.com/boardgame/257066/sierra-west,Sierra West,,,Media,,
https://boardgamegeek.com/boardgame/19857/glory-rome,Sit Gloria Romae,2-5,60-75,Media,,B
https://boardgamegeek.com/boardgame/210065/slapzi,Slapzi,,,Semplice,,
https://boardgamegeek.com/boardgame/271785/slide-quest,Slide Quest,1-4,15-45,Semplice,Y,
https://boardgamegeek.com/boardgame/236248/small-islands,Small Islands,,,Media,,
https://boardgamegeek.com/boardgame/329839/so-clover,So Clover!,,,Semplice,,
https://boardgamegeek.com/boardgame/356115/dreams-rebel-girls,Sogni per bambine ribelli,,,Semplice,,
https://boardgamegeek.com/boardgame/244320/sos-dino,Sos Dino,1-4,30,Semplice,,B
https://boardgamegeek.com/boardgame/171129/spinderella,Spinderella,2-4,20-30,Semplice,Y,
https://boardgamegeek.com/boardgame/148228/splendor,Splendor,2-4,30,Media,,B
https://boardgamegeek.com/boardgame/364073/splendor-duel,Splendor Duel,,,Media,,
https://boardgamegeek.com/boardgame/166384/spyfall,Spyfall,3-8,15-30,Semplice,,B
https://boardgamegeek.com/boardgame/163745/star-wars-armada,Star Wars: Armada,,,Media,,
https://boardgamegeek.com/boardgame/410655/star-wars-bounty-hunters,Star Wars: Bounty Hunters,,,Semplice,,
https://boardgamegeek.com/boardgame/34635/stone-age,Stone Age,2-4,60-90,Media,,
https://boardgamegeek.com/boardgame/191004/my-first-stone-age,Stone Age Junior,2-4,15,Semplice,Y,B
https://boardgamegeek.com/boardgame/177727/haleakala,Stromboli,2,45,Media,,B
https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,Sulle tracce di Marco Polo,2-4,40-100,Elevata,,
https://boardgamegeek.com/boardgame/17557/super-farmer,Super farmer,2-6,20,Semplice,Y,B
https://boardgamegeek.com/boardgame/286147/super-farmer-card-game,Super Farmer il gioco di carte,,,Semplice,,
https://boardgamegeek.com/boardgame/229708/super-goal,Super Goal Pro,,,Semplice,,
https://boardgamegeek.com/boardgame/224907/super-mario-level-board-game,Super Mario Level Up,3-6,20-30,Semplice,Y,B
https://boardgamegeek.com/boardgame/133473/sushi-go,Sushi Go!,,,Semplice,,
https://boardgamegeek.com/boardgame/194562/grizzled-your-orders,Ta Pum: Agli ordini!,,,Media,,
https://boardgamegeek.com/boardgame/171668/grizzled,Ta Pum!,1-5,30,Media,,B
https://boardgamegeek.com/boardgame/253664/taco-cat-goat-cheese-pizza,Taco Gatto Cacio Pizza,,,Semplice,,
https://boardgamegeek.com/boardgame/248002/tags,Tags,2-4,20-40,Semplice,,B
https://boardgamegeek.com/boardgame/70919/takenoko,Takenoko,2-4,45,Semplice,,
https://boardgamegeek.com/boardgame/27627/talisman-revised-4th-edition,Talisman,2-6,90,Semplice,,
https://boardgamegeek.com/boardgame/20022/terra-nova,Terra Nova,,,Semplice,,
https://boardgamegeek.com/boardgame/364186/terra-nova,Terra Nova,,,Media,,
https://boardgamegeek.com/boardgame/189628/tesseract,Tesseract,2-4,30,Media,,A
https://boardgamegeek.com/boardgame/284083/crew-quest-planet-nine,The Crew,,,Semplice,,
https://boardgamegeek.com/boardgame/173090/game,The Game,1-5,20,Semplice,,A
https://boardgamegeek.com/boardgame/236461/game-face-face,The Game Faccia a Faccia,,,Semplice,,
https://boardgamegeek.com/boardgame/237800/long-road,The long road,,,Media,,
https://boardgamegeek.com/boardgame/244992/mind,The Mind,2-4,15-30,Semplice,,A
https://boardgamegeek.com/boardgame/250539/potion,The Potion,,,Semplice,,
https://boardgamegeek.com/boardgame/217372/quest-el-dorado,The Quest for El Dorado,2-4,30-60,Media,,
https://boardgamegeek.com/boardgame/128882/resistance-avalon,The Resistance: Avalon,,,Media,,
https://boardgamegeek.com/boardgame/144789/sheep-race,The Sheep Race,2-6,45,Semplice,,
https://boardgamegeek.com/boardgame/298352/shining,The Shining,,,Media,,
https://boardgamegeek.com/boardgame/21790/thurn-and-taxis,Thurn und Taxis,,,Media,,
https://boardgamegeek.com/boardgame/9209/ticket-ride,Ticket to Ride,,,Semplice,,
https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,Ticket to Ride Europa,2-5,30-60,Semplice,,
https://boardgamegeek.com/boardgame/366488/ticket-ride-ghost-train,Ticket to Ride Treno fantasma,,,Semplice,,
https://boardgamegeek.com/boardgame/42/tigris-euphrates,Tigri & Eufrate,,,Elevata,,
https://boardgamegeek.com/boardgame/35570/tinners-trail,Tinner's Trail ,,,Elevata,,
https://boardgamegeek.com/boardgame/155708/tiny-epic-defenders,Tiny Epic Defenders,1-4,30,Semplice,,B
https://boardgamegeek.com/boardgame/42215/tobago,Tobago,2-4,60,Semplice,,
https://boardgamegeek.com/boardgame/123540/tokaido,Tokaido,,,Semplice,,
https://boardgamegeek.com/boardgame/365982/toko-island,Toko Island,1-4,15,Semplice,,
https://boardgamegeek.com/boardgame/277308/tortuga-gourmet,Tortuga Gourmet,,,Semplice,,
https://boardgamegeek.com/boardgame/260799/trans-europa-trans-amerika,Trans Europa + Trans America,2-6,30,Semplice,,
https://boardgamegeek.com/boardgame/257527/trapwords,Trapwords,4-8,30-45,Semplice,,B
https://boardgamegeek.com/boardgame/251722/triad,Triad,2,20,Semplice,,B
https://boardgamegeek.com/boardgame/362986/tribes-of-the-wind,Tribes of the Wind,,,Media,,
https://boardgamegeek.com/boardgame/352515/trio,Trio,,,Semplice,,
https://boardgamegeek.com/boardgame/100278/tripolo,Tripolo,2-4,15,Semplice,Y,A
https://boardgamegeek.com/boardgame/187279/trivial-pursuit-letterario,Trivial Pursuit Letterario,,,Media,,
https://boardgamegeek.com/boardgame/16992/tsuro,Tsuro,2-8,15,Semplice,,B
https://boardgamegeek.com/boardgame/128/take-it-easy,Tubi Magici,1-8,20,Semplice,,B
https://boardgamegeek.com/boardgame/279198/tungaru,Tungaru,,,Media,,
https://boardgamegeek.com/boardgame/165715/tutti-al-mare,Tutti al mare,2-6,15,Semplice,Y,A
https://boardgamegeek.com/boardgame/104778/mein-erster-lernspielzoo,Tutti allo zoo,,,Semplice,,
https://boardgamegeek.com/boardgame/212883/tzulan-quest,Tzulan Quest,,,Semplice,,
https://boardgamegeek.com/boardgame/16986/ubongo,Ubongo,1-4,30,Semplice,,
https://boardgamegeek.com/boardgame/173096/tale-pirates,Una storia di pirati,,,Semplice,,
https://boardgamegeek.com/boardgame/180570/undercover,Undercover,,,Semplice,,
https://boardgamegeek.com/boardgame/217085/unearth,Unearth,,,Media,,
https://boardgamegeek.com/boardgame/213460/unlock-escape-adventures,Unlock Escape Adventures,1-6,60,Semplice,,B
https://boardgamegeek.com/boardgame/254226/unlock-exotic-adventures,Unlock Exotic Adventures,1-6,60,Semplice,,B
https://boardgamegeek.com/boardgame/228867/unlock-mystery-adventures,Unlock Mistery Adventures,1-6,60,Semplice,,B
https://boardgamegeek.com/boardgame/239307/unlock-secret-adventures,Unlock Secret Adventures,1-6,60,Semplice,,B
https://boardgamegeek.com/boardgame/257058/valparaiso,Valparaiso,2-5,45-90,Media,,
https://boardgamegeek.com/boardgame/104020/vanuatu,Vanuatu,,,Elevata,,
https://boardgamegeek.com/boardgame/41002/vasco-da-gama,Vasco da Gama,,,Elevata,,
https://boardgamegeek.com/boardgame/256839/vektorace,Vektorace,2-6,30-120,Semplice,,
https://boardgamegeek.com/boardgame/2596/villa-paletti,Villa Paletti,2-4,20-30,Semplice,,B
https://boardgamegeek.com/boardgame/365056/village-big-box,Village Big Box,,,Media,,
https://boardgamegeek.com/boardgame/256729/wacky-races-board-game,Wacky Races Deluxe,,,Semplice,,
https://boardgamegeek.com/boardgame/25605/walhalla,Walhalla,,,Media,,
https://boardgamegeek.com/boardgame/177702/warehouse-51,Warehouse 51,3-5,30-45,Semplice,,A
https://boardgamegeek.com/boardgame/218519/warstones,Warstones,2-4,30,Media,,
https://boardgamegeek.com/boardgame/396618/waterfall-park,Waterfall Park,,,Semplice,,
https://boardgamegeek.com/boardgame/182694/watson-holmes,Watson and Holmes,2-7,45-75,Media,,
https://boardgamegeek.com/boardgame/195043/welcome-back-dungeon,Welcome back to the dungeon,2-4,20-30,Semplice,,
https://boardgamegeek.com/boardgame/150312/welcome-dungeon,Welcome to the dungeon,2-4,20-30,Semplice,,A
https://boardgamegeek.com/boardgame/198454/when-i-dream,When I dream,4-10,20-40,Semplice,,B
https://boardgamegeek.com/boardgame/421757/wild-wild-pattern,Wild Wild Pattern,,,Semplice,,
https://boardgamegeek.com/boardgame/286706/word-bank,Word Bank,,,Semplice,,
https://boardgamegeek.com/boardgame/178038/think-it,Word Up!,,,Semplice,,
https://boardgamegeek.com/boardgame/160851/lanterns-harvest-festival,Yangtze,2-4,30,Semplice,,B
https://boardgamegeek.com/boardgame/189294/yeti,Yeti,2-5,20-40,Semplice,,
https://boardgamegeek.com/boardgame/143401/yunnan,Yunnan,,,Media,,
https://boardgamegeek.com/boardgame/341402/zefiria,Zefiria,1-4,,Media,,
https://boardgamegeek.com/boardgame/224923/zoom-out,Zoom Out,,,Semplice,,
